ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,ProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,Description,StartDate,EndDate,Status
170,NI-9522,0,0,0,HL Nipple,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
171,PA-187B,0,0,0,Paint - Black,0.0,False,,60,45,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
172,PA-361R,0,0,0,Paint - Red,0.0,False,,60,45,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
173,PA-529S,0,0,0,Paint - Silver,0.0,False,,60,45,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
174,PA-632U,0,0,0,Paint - Blue,0.0,False,,60,45,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
175,PA-823Y,0,0,0,Paint - Yellow,0.0,False,,60,45,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
176,PB-6109,0,0,0,Pinch Bolt,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
177,RA-2345,0,0,0,Cup-Shaped Race,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
178,RA-7490,0,0,0,Cone-Shaped Race,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
179,RF-9198,0,0,0,Reflector,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
180,RM-M464,0,G  ,0,LL Mountain Rim,0.0,False,,800,600,0.0,NA,,435.0,0,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
181,RM-M692,0,G  ,0,ML Mountain Rim,0.0,False,,800,600,0.0,NA,,450.0,0,NA,0.0,M ,NA,NA,NA,2003-07-01,,Current
182,RM-M823,0,G  ,0,HL Mountain Rim,0.0,False,,800,600,0.0,NA,,400.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
183,RM-R436,0,G  ,0,LL Road Rim,0.0,False,,800,600,0.0,NA,,445.0,0,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
184,RM-R600,0,G  ,0,ML Road Rim,0.0,False,,800,600,0.0,NA,,450.0,0,NA,0.0,M ,NA,NA,NA,2003-07-01,,Current
185,RM-R800,0,G  ,0,HL Road Rim,0.0,False,,800,600,0.0,NA,,400.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
186,RM-T801,0,G  ,0,Touring Rim,0.0,False,,800,600,0.0,NA,,460.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
187,SA-M198,0,0,0,LL Mountain Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
188,SA-M237,0,0,0,ML Mountain Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,M ,NA,NA,NA,2003-07-01,,Current
189,SA-M687,0,0,0,HL Mountain Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
190,SA-R127,0,0,0,LL Road Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
191,SA-R430,0,0,0,ML Road Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,M ,NA,NA,NA,2003-07-01,,Current
192,SA-R522,0,0,0,HL Road Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
193,SA-T467,0,0,0,LL Touring Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
194,SA-T612,0,0,0,ML Touring Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,M ,NA,NA,NA,2003-07-01,,Current
195,SA-T872,0,0,0,HL Touring Seat Assembly,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
196,SD-2342,0,0,0,LL Spindle/Axle,0.0,False,,500,375,0.0,NA,,0.0,0,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
197,SD-9872,0,0,0,HL Spindle/Axle,0.0,False,,500,375,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
198,SH-4562,0,0,0,LL Shell,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,L ,NA,NA,NA,2003-07-01,,Current
199,SH-9312,0,0,0,HL Shell,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
200,SK-9283,0,0,0,Spokes,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
201,SL-0931,0,0,0,Seat Lug,0.0,False,,1000,750,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
202,SM-9087,0,0,0,Stem,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
203,SP-2981,0,0,0,Seat Post,0.0,False,,500,375,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
204,SR-2098,0,0,0,Steerer,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
205,SS-2985,0,0,0,Seat Stays,0.0,False,,800,600,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
206,ST-9828,0,0,0,Seat Tube,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
207,TO-2301,0,0,0,Top Tube,0.0,False,,500,375,0.0,NA,,0.0,1,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
208,TP-0923,0,0,0,Tension Pulley,0.0,False,,800,600,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
209,RC-0291,0,0,0,Rear Derailleur Cage,0.0,False,Silver,500,375,0.0,NA,,0.0,0,NA,0.0,NA,NA,NA,NA,2003-07-01,,Current
210,FR-R92B-58,14.0,LB ,CM ,"HL Road Frame - Black, 58",0.0,True,Black,500,375,0.0,58,54-58 CM,2.24,1,R ,0.0,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01,,Current
211,FR-R92R-58,14.0,LB ,CM ,"HL Road Frame - Red, 58",0.0,True,Red,500,375,0.0,58,54-58 CM,2.24,1,R ,0.0,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01,,Current
212,HL-U509-R,31.0,0,0,"Sport-100 Helmet, Red",12.0278,True,Red,4,3,33.6442,NA,,0.0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01,2007-12-28,
213,HL-U509-R,31.0,0,0,"Sport-100 Helmet, Red",13.8782,True,Red,4,3,33.6442,NA,,0.0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01,2008-12-27,
214,HL-U509-R,31.0,0,0,"Sport-100 Helmet, Red",13.0863,True,Red,4,3,34.99,NA,,0.0,0,S ,20.994,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01,,Current
215,HL-U509,31.0,0,0,"Sport-100 Helmet, Black",12.0278,True,Black,4,3,33.6442,NA,,0.0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01,2007-12-28,
216,HL-U509,31.0,0,0,"Sport-100 Helmet, Black",13.8782,True,Black,4,3,33.6442,NA,,0.0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01,2008-12-27,
217,HL-U509,31.0,0,0,"Sport-100 Helmet, Black",13.0863,True,Black,4,3,34.99,NA,,0.0,0,S ,20.994,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01,,Current
218,SO-B909-M,23.0,0,0,"Mountain Bike Socks, M",3.3963,True,White,4,3,9.5,M,M,0.0,0,M ,5.7,NA,U ,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01,2007-12-28,
219,SO-B909-L,23.0,0,0,"Mountain Bike Socks, L",3.3963,True,White,4,3,9.5,L,L,0.0,0,M ,5.7,NA,U ,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01,2007-12-28,
220,HL-U509-B,31.0,0,0,"Sport-100 Helmet, Blue",12.0278,True,Blue,4,3,33.6442,NA,,0.0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2011-07-01,2007-12-28,
221,HL-U509-B,31.0,0,0,"Sport-100 Helmet, Blue",13.8782,True,Blue,4,3,33.6442,NA,,0.0,0,S ,20.1865,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2012-07-01,2008-12-27,
222,HL-U509-B,31.0,0,0,"Sport-100 Helmet, Blue",13.0863,True,Blue,4,3,34.99,NA,,0.0,0,S ,20.994,NA,NA,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2013-07-01,,Current
223,CA-1098,19.0,0,0,AWC Logo Cap,5.7052,True,Multi,4,3,8.6442,NA,,0.0,0,S ,5.1865,NA,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2011-07-01,2007-12-28,
224,CA-1098,19.0,0,0,AWC Logo Cap,5.2297,True,Multi,4,3,8.6442,NA,,0.0,0,S ,5.1865,NA,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2012-07-01,2008-12-27,
225,CA-1098,19.0,0,0,AWC Logo Cap,6.9223,True,Multi,4,3,8.99,NA,,0.0,0,S ,5.394,NA,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2013-07-01,,Current
226,LJ-0192-S,21.0,0,0,"Long-Sleeve Logo Jersey, S",31.7244,True,Multi,4,3,48.0673,S,S,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01,2007-12-28,
227,LJ-0192-S,21.0,0,0,"Long-Sleeve Logo Jersey, S",29.0807,True,Multi,4,3,48.0673,S,S,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01,2008-12-27,
228,LJ-0192-S,21.0,0,0,"Long-Sleeve Logo Jersey, S",38.4923,True,Multi,4,3,49.99,S,S,0.0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01,,Current
229,LJ-0192-M,21.0,0,0,"Long-Sleeve Logo Jersey, M",31.7244,True,Multi,4,3,48.0673,M,M,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01,2007-12-28,
230,LJ-0192-M,21.0,0,0,"Long-Sleeve Logo Jersey, M",29.0807,True,Multi,4,3,48.0673,M,M,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01,2008-12-27,
231,LJ-0192-M,21.0,0,0,"Long-Sleeve Logo Jersey, M",38.4923,True,Multi,4,3,49.99,M,M,0.0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01,,Current
232,LJ-0192-L,21.0,0,0,"Long-Sleeve Logo Jersey, L",31.7244,True,Multi,4,3,48.0673,L,L,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01,2007-12-28,
233,LJ-0192-L,21.0,0,0,"Long-Sleeve Logo Jersey, L",29.0807,True,Multi,4,3,48.0673,L,L,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01,2008-12-27,
234,LJ-0192-L,21.0,0,0,"Long-Sleeve Logo Jersey, L",38.4923,True,Multi,4,3,49.99,L,L,0.0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01,,Current
235,LJ-0192-X,21.0,0,0,"Long-Sleeve Logo Jersey, XL",31.7244,True,Multi,4,3,48.0673,XL,XL,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01,2007-12-28,
236,LJ-0192-X,21.0,0,0,"Long-Sleeve Logo Jersey, XL",29.0807,True,Multi,4,3,48.0673,XL,XL,0.0,0,S ,28.8404,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01,2008-12-27,
237,LJ-0192-X,21.0,0,0,"Long-Sleeve Logo Jersey, XL",38.4923,True,Multi,4,3,49.99,XL,XL,0.0,0,S ,29.994,NA,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01,,Current
238,FR-R92R-62,14.0,LB ,CM ,"HL Road Frame - Red, 62",747.9682,True,Red,500,375,1263.4598,62,60-62 CM,2.3,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,
239,FR-R92R-62,14.0,LB ,CM ,"HL Road Frame - Red, 62",722.2568,True,Red,500,375,1301.3636,62,60-62 CM,2.3,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,
240,FR-R92R-62,14.0,LB ,CM ,"HL Road Frame - Red, 62",868.6342,True,Red,500,375,1431.5,62,60-62 CM,2.3,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current
241,FR-R92R-44,14.0,LB ,CM ,"HL Road Frame - Red, 44",747.9682,True,Red,500,375,1263.4598,44,42-46 CM,2.12,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,
242,FR-R92R-44,14.0,LB ,CM ,"HL Road Frame - Red, 44",722.2568,True,Red,500,375,1301.3636,44,42-46 CM,2.12,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,
243,FR-R92R-44,14.0,LB ,CM ,"HL Road Frame - Red, 44",868.6342,True,Red,500,375,1431.5,44,42-46 CM,2.12,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current
244,FR-R92R-48,14.0,LB ,CM ,"HL Road Frame - Red, 48",747.9682,True,Red,500,375,1263.4598,48,48-52 CM,2.16,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,
245,FR-R92R-48,14.0,LB ,CM ,"HL Road Frame - Red, 48",722.2568,True,Red,500,375,1301.3636,48,48-52 CM,2.16,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,
246,FR-R92R-48,14.0,LB ,CM ,"HL Road Frame - Red, 48",868.6342,True,Red,500,375,1431.5,48,48-52 CM,2.16,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current
247,FR-R92R-52,14.0,LB ,CM ,"HL Road Frame - Red, 52",747.9682,True,Red,500,375,1263.4598,52,48-52 CM,2.2,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,
248,FR-R92R-52,14.0,LB ,CM ,"HL Road Frame - Red, 52",722.2568,True,Red,500,375,1301.3636,52,48-52 CM,2.2,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,
249,FR-R92R-52,14.0,LB ,CM ,"HL Road Frame - Red, 52",868.6342,True,Red,500,375,1431.5,52,48-52 CM,2.2,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current
250,FR-R92R-56,14.0,LB ,CM ,"HL Road Frame - Red, 56",747.9682,True,Red,500,375,1263.4598,56,54-58 CM,2.24,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01,2007-12-28,
251,FR-R92R-56,14.0,LB ,CM ,"HL Road Frame - Red, 56",722.2568,True,Red,500,375,1301.3636,56,54-58 CM,2.24,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01,2008-12-27,
252,FR-R92R-56,14.0,LB ,CM ,"HL Road Frame - Red, 56",868.6342,True,Red,500,375,1431.5,56,54-58 CM,2.24,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01,,Current
253,FR-R38B-58,14.0,LB ,CM ,"LL Road Frame - Black, 58",176.1997,True,Black,500,375,297.6346,58,54-58 CM,2.46,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
254,FR-R38B-58,14.0,LB ,CM ,"LL Road Frame - Black, 58",170.1428,True,Black,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
255,FR-R38B-58,14.0,LB ,CM ,"LL Road Frame - Black, 58",204.6251,True,Black,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current
256,FR-R38B-60,14.0,LB ,CM ,"LL Road Frame - Black, 60",176.1997,True,Black,500,375,297.6346,60,60-62 CM,2.48,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
257,FR-R38B-60,14.0,LB ,CM ,"LL Road Frame - Black, 60",170.1428,True,Black,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
258,FR-R38B-60,14.0,LB ,CM ,"LL Road Frame - Black, 60",204.6251,True,Black,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current
259,FR-R38B-62,14.0,LB ,CM ,"LL Road Frame - Black, 62",176.1997,True,Black,500,375,297.6346,62,60-62 CM,2.5,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
260,FR-R38B-62,14.0,LB ,CM ,"LL Road Frame - Black, 62",170.1428,True,Black,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
261,FR-R38B-62,14.0,LB ,CM ,"LL Road Frame - Black, 62",204.6251,True,Black,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current
262,FR-R38R-44,14.0,LB ,CM ,"LL Road Frame - Red, 44",181.4857,True,Red,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
263,FR-R38R-44,14.0,LB ,CM ,"LL Road Frame - Red, 44",187.1571,True,Red,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
264,FR-R38R-48,14.0,LB ,CM ,"LL Road Frame - Red, 48",181.4857,True,Red,500,375,306.5636,48,48-52 CM,2.36,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
265,FR-R38R-48,14.0,LB ,CM ,"LL Road Frame - Red, 48",187.1571,True,Red,500,375,337.22,48,48-52 CM,2.36,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
266,FR-R38R-52,14.0,LB ,CM ,"LL Road Frame - Red, 52",181.4857,True,Red,500,375,306.5636,52,48-52 CM,2.4,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
267,FR-R38R-52,14.0,LB ,CM ,"LL Road Frame - Red, 52",187.1571,True,Red,500,375,337.22,52,48-52 CM,2.4,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
268,FR-R38R-58,14.0,LB ,CM ,"LL Road Frame - Red, 58",181.4857,True,Red,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
269,FR-R38R-58,14.0,LB ,CM ,"LL Road Frame - Red, 58",187.1571,True,Red,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
270,FR-R38R-60,14.0,LB ,CM ,"LL Road Frame - Red, 60",181.4857,True,Red,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
271,FR-R38R-60,14.0,LB ,CM ,"LL Road Frame - Red, 60",187.1571,True,Red,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
272,FR-R38R-62,14.0,LB ,CM ,"LL Road Frame - Red, 62",181.4857,True,Red,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
273,FR-R38R-62,14.0,LB ,CM ,"LL Road Frame - Red, 62",187.1571,True,Red,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
274,FR-R72R-44,14.0,LB ,CM ,"ML Road Frame - Red, 44",352.1394,True,Red,500,375,594.83,44,42-46 CM,2.22,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,
275,FR-R72R-48,14.0,LB ,CM ,"ML Road Frame - Red, 48",352.1394,True,Red,500,375,594.83,48,48-52 CM,2.26,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,
276,FR-R72R-52,14.0,LB ,CM ,"ML Road Frame - Red, 52",352.1394,True,Red,500,375,594.83,52,48-52 CM,2.3,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,
277,FR-R72R-58,14.0,LB ,CM ,"ML Road Frame - Red, 58",352.1394,True,Red,500,375,594.83,58,54-58 CM,2.36,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,
278,FR-R72R-60,14.0,LB ,CM ,"ML Road Frame - Red, 60",352.1394,True,Red,500,375,594.83,60,60-62 CM,2.38,1,R ,356.898,M ,U ,ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2011-07-01,2007-12-28,
279,FR-R38B-44,14.0,LB ,CM ,"LL Road Frame - Black, 44",176.1997,True,Black,500,375,297.6346,44,42-46 CM,2.32,1,R ,178.5808,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2011-07-01,2007-12-28,
280,FR-R38B-44,14.0,LB ,CM ,"LL Road Frame - Black, 44",170.1428,True,Black,500,375,306.5636,44,42-46 CM,2.32,1,R ,183.9382,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2012-07-01,2008-12-27,
281,FR-R38B-44,14.0,LB ,CM ,"LL Road Frame - Black, 44",204.6251,True,Black,500,375,337.22,44,42-46 CM,2.32,1,R ,202.332,L ,U ,LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2013-07-01,,Current
